txn_id,raw_code,code,disaster_number,is_disaster,fiscal_year,disbursement_amount,disbursement_type,disbursement_date,data_watermark
TXN-000205,PA-60102-4340,PA-60102-4340,4340,true,2023,7186039.32,Grant award payment,2023-02-25,SYNTHETIC-DEMO
TXN-000206,PA-60102-4340,PA-60102-4340,4340,true,2023,5069648.38,Grant award payment,2023-04-24,SYNTHETIC-DEMO
TXN-000207,PA-60102-4340,PA-60102-4340,4340,true,2023,5875262.96,Grant award payment,2022-12-19,SYNTHETIC-DEMO
TXN-000208,PA-60102-4340,PA-60102-4340,4340,true,2023,4488680.46,Grant award payment,2023-01-22,SYNTHETIC-DEMO
TXN-000209,PA-60102-4340,PA-60102-4340,4340,true,2023,6766405.86,Vendor / contract payment,2023-09-10,SYNTHETIC-DEMO
TXN-000210,PA-60103-4340,PA-60103-4340,4340,true,2023,6325405.70,Grant award payment,2022-12-02,SYNTHETIC-DEMO
TXN-000211,PA-60103-4340,PA-60103-4340,4340,true,2023,6909937.20,Grant award payment,2023-05-25,SYNTHETIC-DEMO
TXN-000212,PA-60103-4340,PA-60103-4340,4340,true,2023,4018167.86,Interagency transfer,2022-11-17,SYNTHETIC-DEMO
TXN-000213,PA-60103-4340,PA-60103-4340,4340,true,2023,5875017.43,Grant award payment,2023-02-07,SYNTHETIC-DEMO
TXN-000214,PA-60103-4340,PA-60103-4340,4340,true,2023,5874190.43,Direct assistance payment,2023-03-16,SYNTHETIC-DEMO
TXN-000215,PA-60103-4340,PA-60103-4340,4340,true,2023,5380840.78,Grant award payment,2023-08-01,SYNTHETIC-DEMO
TXN-000216,PA-60103-4340,PA-60103-4340,4340,true,2023,6221237.51,Grant award payment,2023-08-16,SYNTHETIC-DEMO
TXN-000217,PA-60103-4340,PA-60103-4340,4340,true,2023,5590236.99,Vendor / contract payment,2022-12-05,SYNTHETIC-DEMO
TXN-000218,PA-60103-4340,PA-60103-4340,4340,true,2023,6474310.29,Grant award payment,2023-08-19,SYNTHETIC-DEMO
TXN-000219,pa-60103-4340,PA-60103-4340,4340,true,2023,4650742.30,Vendor / contract payment,2022-10-28,SYNTHETIC-DEMO
TXN-000220,PA-97036-4341,PA-97036-4341,4341,true,2023,344.32,Vendor / contract payment,2023-09-06,SYNTHETIC-DEMO
TXN-000221,PA-60101-4341,PA-60101-4341,4341,true,2023,344.32,Vendor / contract payment,2023-06-25,SYNTHETIC-DEMO
TXN-000222,PA-60102-4341,PA-60102-4341,4341,true,2023,344.32,Grant award payment,2023-07-23,SYNTHETIC-DEMO
TXN-000223,PA-60103-4341,PA-60103-4341,4341,true,2023,344.32,Grant award payment,2023-07-27,SYNTHETIC-DEMO
TXN-000224,PA-97036-4346,PA-97036-4346,4346,true,2023,95552.26,Direct assistance payment,2023-04-12,SYNTHETIC-DEMO
TXN-000225,PA-60101-4346,PA-60101-4346,4346,true,2023,95552.26,Grant award payment,2023-07-08,SYNTHETIC-DEMO
TXN-000226,PA-60102-4346,PA-60102-4346,4346,true,2023,95552.26,Vendor / contract payment,2023-01-21,SYNTHETIC-DEMO
TXN-000227,PA-60103-4346,PA-60103-4346,4346,true,2023,95552.26,Interagency transfer,2023-04-05,SYNTHETIC-DEMO
TXN-000228,PA-97036-4332,PA-97036-4332,4332,true,2024,6043423.09,Grant award payment,2024-05-27,SYNTHETIC-DEMO
TXN-000229,PA-97036-4332,PA-97036-4332,4332,true,2024,4502538.99,Grant award payment,2024-07-12,SYNTHETIC-DEMO
TXN-000230,PA-60101-4332,PA-60101-4332,4332,true,2024,6632388.33,Grant award payment,2023-11-01,SYNTHETIC-DEMO
TXN-000231,PA-60101-4332,PA-60101-4332,4332,true,2024,3913573.75,Grant award payment,2024-05-09,SYNTHETIC-DEMO
TXN-000232,PA-60102-4332,PA-60102-4332,4332,true,2024,6121028.90,Grant award payment,2024-09-29,SYNTHETIC-DEMO
TXN-000233,PA-60102-4332,PA-60102-4332,4332,true,2024,4424933.18,Grant award payment,2024-08-19,SYNTHETIC-DEMO
TXN-000234,PA-60103-4332,PA-60103-4332,4332,true,2024,4293759.36,Grant award payment,2023-10-12,SYNTHETIC-DEMO
TXN-000235,PA-60103-4332,PA-60103-4332,4332,true,2024,6252202.72,Grant award payment,2024-08-21,SYNTHETIC-DEMO
TXN-000236,PA-97036-4337,PA-97036-4337,4337,true,2024,3651442.32,Grant award payment,2024-02-10,SYNTHETIC-DEMO
TXN-000237,PA-97036-4337,PA-97036-4337,4337,true,2024,4625587.65,Interagency transfer,2024-07-10,SYNTHETIC-DEMO
TXN-000238,PA-60101-4337,PA-60101-4337,4337,true,2024,3360920.82,Grant award payment,2023-11-21,SYNTHETIC-DEMO
TXN-000239,PA-60101-4337,PA-60101-4337,4337,true,2024,4916109.15,Grant award payment,2023-10-02,SYNTHETIC-DEMO
TXN-000240,PA-60102-4337,PA-60102-4337,4337,true,2024,8277029.97,Vendor / contract payment,2024-08-12,SYNTHETIC-DEMO
TXN-000241,PA-60103-4337,PA-60103-4337,4337,true,2024,8277029.97,Grant award payment,2023-11-13,SYNTHETIC-DEMO
TXN-000242,PA-97036-4338,PA-97036-4338,4338,true,2024,384189.49,Grant award payment,2024-01-01,SYNTHETIC-DEMO
TXN-000243,PA-60101-4338,PA-60101-4338,4338,true,2024,384189.49,Grant award payment,2024-07-19,SYNTHETIC-DEMO
TXN-000244,PA-60102-4338,PA-60102-4338,4338,true,2024,384189.49,Grant award payment,2024-02-13,SYNTHETIC-DEMO
TXN-000245,PA-60103-4338,PA-60103-4338,4338,true,2024,384189.49,Direct assistance payment,2024-01-19,SYNTHETIC-DEMO
TXN-000246,PA-97036-4339,PA-97036-4339,4339,true,2024,3851799.45,Grant award payment,2024-08-11,SYNTHETIC-DEMO
TXN-000247,PA-97036-4339,PA-97036-4339,4339,true,2024,5278731.56,Grant award payment,2024-07-25,SYNTHETIC-DEMO
TXN-000248,PA-97036-4339,PA-97036-4339,4339,true,2024,9284096.75,Grant award payment,2024-08-19,SYNTHETIC-DEMO
TXN-000249,PA-97036-4339,PA-97036-4339,4339,true,2024,8110818.56,Interagency transfer,2023-10-26,SYNTHETIC-DEMO
TXN-000250,PA-97036-4339,PA-97036-4339,4339,true,2024,9526077.94,Grant award payment,2024-03-10,SYNTHETIC-DEMO
TXN-000251,PA-97036-4339,PA-97036-4339,4339,true,2024,6707903.94,Interagency transfer,2024-01-23,SYNTHETIC-DEMO
TXN-000252,PA-97036-4339,PA-97036-4339,4339,true,2024,7235663.26,Grant award payment,2024-09-29,SYNTHETIC-DEMO
TXN-000253,PA-97036-4339,PA-97036-4339,4339,true,2024,6046305.96,Vendor / contract payment,2023-11-08,SYNTHETIC-DEMO
TXN-000254,PA-97036-4339,PA-97036-4339,4339,true,2024,7429008.11,Grant award payment,2024-06-24,SYNTHETIC-DEMO
TXN-000255,PA-97036-4339,PA-97036-4339,4339,true,2024,7346235.59,Vendor / contract payment,2024-09-06,SYNTHETIC-DEMO
TXN-000256,PA-97036-4339,PA-97036-4339,4339,true,2024,8159662.05,Vendor / contract payment,2024-02-25,SYNTHETIC-DEMO
TXN-000257,PA-97036-4339,PA-97036-4339,4339,true,2024,3926015.95,Vendor / contract payment,2024-07-11,SYNTHETIC-DEMO
TXN-000258,PA-97036-4339,PA-97036-4339,4339,true,2024,5511516.70,Direct assistance payment,2024-06-14,SYNTHETIC-DEMO
TXN-000259,PA-97036-4339,PA-97036-4339,4339,true,2024,9248031.80,Grant award payment,2024-06-07,SYNTHETIC-DEMO
TXN-000260,PA-97036-4339,PA-97036-4339,4339,true,2024,6328665.00,Grant award payment,2024-09-27,SYNTHETIC-DEMO
TXN-000261,PA-97036-4339,PA-97036-4339,4339,true,2024,3951065.13,Interagency transfer,2024-04-10,SYNTHETIC-DEMO
TXN-000262,PA-60101-4339,PA-60101-4339,4339,true,2024,6306174.06,Interagency transfer,2024-04-20,SYNTHETIC-DEMO
TXN-000263,PA-60101-4339,PA-60101-4339,4339,true,2024,7726307.66,Direct assistance payment,2024-05-06,SYNTHETIC-DEMO
TXN-000264,PA-60101-4339,PA-60101-4339,4339,true,2024,6668877.44,Grant award payment,2024-02-03,SYNTHETIC-DEMO
TXN-000265,PA-60101-4339,PA-60101-4339,4339,true,2024,7882242.32,Grant award payment,2024-07-21,SYNTHETIC-DEMO
TXN-000266,PA-60101-4339,PA-60101-4339,4339,true,2024,5216823.37,Direct assistance payment,2024-07-28,SYNTHETIC-DEMO
TXN-000267,PA-60101-4339,PA-60101-4339,4339,true,2024,4975156.92,Grant award payment,2024-01-04,SYNTHETIC-DEMO
TXN-000268,PA-60101-4339,PA-60101-4339,4339,true,2024,4870569.79,Grant award payment,2024-09-20,SYNTHETIC-DEMO
TXN-000269,PA-60101-4339,PA-60101-4339,4339,true,2024,7452153.98,Vendor / contract payment,2024-09-16,SYNTHETIC-DEMO
TXN-000270,PA-60101-4339,PA-60101-4339,4339,true,2024,9648106.81,Vendor / contract payment,2024-01-29,SYNTHETIC-DEMO
TXN-000271,PA-60101-4339,PA-60101-4339,4339,true,2024,3902720.15,Direct assistance payment,2023-10-19,SYNTHETIC-DEMO
TXN-000272,PA-60101-4339,PA-60101-4339,4339,true,2024,9338110.75,Vendor / contract payment,2024-08-20,SYNTHETIC-DEMO
TXN-000273,PA-60101-4339,PA-60101-4339,4339,true,2024,8705118.06,Grant award payment,2024-05-27,SYNTHETIC-DEMO
TXN-000274,PA-60101-4339,PA-60101-4339,4339,true,2024,4693002.71,Vendor / contract payment,2024-09-09,SYNTHETIC-DEMO
TXN-000275,PA-60101-4339,PA-60101-4339,4339,true,2024,7945205.32,Interagency transfer,2024-09-06,SYNTHETIC-DEMO
TXN-000276,PA-60101-4339,PA-60101-4339,4339,true,2024,5043673.95,Grant award payment,2024-09-19,SYNTHETIC-DEMO
TXN-000277,PA-60101-4339,PA-60101-4339,4339,true,2024,7567354.46,Vendor / contract payment,2023-11-22,SYNTHETIC-DEMO
TXN-000278,PA-60102-4339,PA-60102-4339,4339,true,2024,6339711.91,Grant award payment,2023-11-29,SYNTHETIC-DEMO
TXN-000279,PA-60102-4339,PA-60102-4339,4339,true,2024,8864835.17,Direct assistance payment,2024-07-26,SYNTHETIC-DEMO
TXN-000280,PA-60102-4339,PA-60102-4339,4339,true,2024,4280554.40,Grant award payment,2023-10-30,SYNTHETIC-DEMO
TXN-000281,PA-60102-4339,PA-60102-4339,4339,true,2024,8524713.61,Grant award payment,2024-06-06,SYNTHETIC-DEMO
TXN-000282,PA-60102-4339,PA-60102-4339,4339,true,2024,7978026.21,Interagency transfer,2023-11-23,SYNTHETIC-DEMO
TXN-000283,PA-60102-4339,PA-60102-4339,4339,true,2024,6970925.94,Grant award payment,2023-11-07,SYNTHETIC-DEMO
TXN-000284,PA-60102-4339,PA-60102-4339,4339,true,2024,5598192.81,Vendor / contract payment,2024-07-18,SYNTHETIC-DEMO
TXN-000285,PA-60102-4339,PA-60102-4339,4339,true,2024,3747881.05,Grant award payment,2024-06-11,SYNTHETIC-DEMO
TXN-000286,PA-60102-4339,PA-60102-4339,4339,true,2024,8638080.74,Vendor / contract payment,2024-01-18,SYNTHETIC-DEMO
TXN-000287,PA-60102-4339,PA-60102-4339,4339,true,2024,8088058.82,Vendor / contract payment,2024-07-08,SYNTHETIC-DEMO
TXN-000288,PA-60102-4339,PA-60102-4339,4339,true,2024,7079295.21,Grant award payment,2024-09-17,SYNTHETIC-DEMO
TXN-000289,PA-60102-4339,PA-60102-4339,4339,true,2024,5280420.88,Vendor / contract payment,2023-12-25,SYNTHETIC-DEMO
TXN-000290,PA-60102-4339,PA-60102-4339,4339,true,2024,9076201.63,Grant award payment,2024-08-31,SYNTHETIC-DEMO
TXN-000291,PA-60102-4339,PA-60102-4339,4339,true,2024,4906645.50,Grant award payment,2024-06-04,SYNTHETIC-DEMO
TXN-000292,PA-60102-4339,PA-60102-4339,4339,true,2024,5440938.79,Grant award payment,2024-04-30,SYNTHETIC-DEMO
TXN-000293,PA-60102-4339,PA-60102-4339,4339,true,2024,7127115.08,Grant award payment,2024-09-18,SYNTHETIC-DEMO
TXN-000294,PA-60103-4339,PA-60103-4339,4339,true,2024,5837473.44,Grant award payment,2024-05-19,SYNTHETIC-DEMO
TXN-000295,PA-60103-4339,PA-60103-4339,4339,true,2024,8884273.61,Grant award payment,2024-03-06,SYNTHETIC-DEMO
TXN-000296,pa-60103-4339,PA-60103-4339,4339,true,2024,9403009.80,Grant award payment,2024-01-20,SYNTHETIC-DEMO
TXN-000297,PA/60103/4339,PA-60103-4339,4339,true,2024,4530176.03,Grant award payment,2024-01-14,SYNTHETIC-DEMO
TXN-000298,PA-60103-4339,PA-60103-4339,4339,true,2024,4143205.65,Grant award payment,2024-05-30,SYNTHETIC-DEMO
TXN-000299,PA/60103/4339,PA-60103-4339,4339,true,2024,8847746.40,Grant award payment,2024-09-24,SYNTHETIC-DEMO
TXN-000300,PA-60103-4339,PA-60103-4339,4339,true,2024,8843078.57,Grant award payment,2023-10-18,SYNTHETIC-DEMO
TXN-000301,PA-60103-4339,PA-60103-4339,4339,true,2024,6041018.92,Grant award payment,2024-02-28,SYNTHETIC-DEMO
TXN-000302,PA-60103-4339,PA-60103-4339,4339,true,2024,6806261.81,Vendor / contract payment,2024-04-09,SYNTHETIC-DEMO
TXN-000303,PA-60103-4339,PA-60103-4339,4339,true,2024,4537765.68,Grant award payment,2023-12-05,SYNTHETIC-DEMO
TXN-000304,PA-60103-4339,PA-60103-4339,4339,true,2024,7037699.28,Vendor / contract payment,2023-12-20,SYNTHETIC-DEMO
TXN-000305,PA-60103-4339,PA-60103-4339,4339,true,2024,5505079.57,Direct assistance payment,2024-08-13,SYNTHETIC-DEMO
TXN-000306,PA-60103-4339,PA-60103-4339,4339,true,2024,7182797.52,Grant award payment,2024-01-10,SYNTHETIC-DEMO
TXN-000307,PA-60103-4339,PA-60103-4339,4339,true,2024,5300117.92,Grant award payment,2024-04-09,SYNTHETIC-DEMO
TXN-000308,PA-60103-4339,PA-60103-4339,4339,true,2024,6471015.27,Interagency transfer,2024-05-19,SYNTHETIC-DEMO
TXN-000309,PA-60103-4339,PA-60103-4339,4339,true,2024,8570878.28,Interagency transfer,2024-03-24,SYNTHETIC-DEMO
TXN-000310,PA-97036-4340,PA-97036-4340,4340,true,2024,4628690.96,Vendor / contract payment,2024-07-19,SYNTHETIC-DEMO
TXN-000311,PA-97036-4340,PA-97036-4340,4340,true,2024,4431077.57,Grant award payment,2024-04-21,SYNTHETIC-DEMO
TXN-000312,PA 97036 4340,PA-97036-4340,4340,true,2024,5919411.69,Grant award payment,2024-08-03,SYNTHETIC-DEMO
TXN-000313,PA-97036-4340,PA-97036-4340,4340,true,2024,7236370.56,Vendor / contract payment,2024-09-15,SYNTHETIC-DEMO
TXN-000314,PA-97036-4340,PA-97036-4340,4340,true,2024,6195033.14,Grant award payment,2024-03-18,SYNTHETIC-DEMO
TXN-000315,PA-97036-4340,PA-97036-4340,4340,true,2024,5970505.75,Grant award payment,2024-01-10,SYNTHETIC-DEMO
TXN-000316,PA-97036-4340,PA-97036-4340,4340,true,2024,9107386.09,Grant award payment,2024-02-16,SYNTHETIC-DEMO
TXN-000317,PA-97036-4340,PA-97036-4340,4340,true,2024,8625035.58,Direct assistance payment,2024-03-02,SYNTHETIC-DEMO
TXN-000318,pa-97036-4340,PA-97036-4340,4340,true,2024,3979214.17,Interagency transfer,2024-05-17,SYNTHETIC-DEMO
TXN-000319,PA-97036-4340,PA-97036-4340,4340,true,2024,5601981.18,Grant award payment,2024-04-10,SYNTHETIC-DEMO
TXN-000320,PA-97036-4340,PA-97036-4340,4340,true,2024,3650191.91,Vendor / contract payment,2023-10-10,SYNTHETIC-DEMO
TXN-000321,PA-60101-4340,PA-60101-4340,4340,true,2024,4238094.10,Direct assistance payment,2024-05-30,SYNTHETIC-DEMO
TXN-000322,PA-60101-4340,PA-60101-4340,4340,true,2024,7063712.08,Direct assistance payment,2024-03-25,SYNTHETIC-DEMO
TXN-000323,PA-60101-4340,PA-60101-4340,4340,true,2024,5591892.67,Direct assistance payment,2023-12-03,SYNTHETIC-DEMO
TXN-000324,PA-60101-4340,PA-60101-4340,4340,true,2024,8108279.62,Grant award payment,2024-03-04,SYNTHETIC-DEMO
TXN-000325,PA-60101-4340,PA-60101-4340,4340,true,2024,5679335.95,Grant award payment,2024-06-17,SYNTHETIC-DEMO
TXN-000326,PA-60101-4340,PA-60101-4340,4340,true,2024,4834253.28,Direct assistance payment,2023-12-26,SYNTHETIC-DEMO
TXN-000327,PA-60101-4340,PA-60101-4340,4340,true,2024,3485956.80,Grant award payment,2024-05-27,SYNTHETIC-DEMO
TXN-000328,PA-60101-4340,PA-60101-4340,4340,true,2024,5338433.49,Grant award payment,2023-10-12,SYNTHETIC-DEMO
TXN-000329,PA-60101-4340,PA-60101-4340,4340,true,2024,6653077.67,Grant award payment,2024-06-24,SYNTHETIC-DEMO
TXN-000330,PA-60101-4340,PA-60101-4340,4340,true,2024,6512308.65,Interagency transfer,2024-06-05,SYNTHETIC-DEMO
TXN-000331,PA-60101-4340,PA-60101-4340,4340,true,2024,7839554.29,Interagency transfer,2023-10-25,SYNTHETIC-DEMO
TXN-000332,PA-60102-4340,PA-60102-4340,4340,true,2024,3457196.75,Grant award payment,2024-08-26,SYNTHETIC-DEMO
TXN-000333,PA-60102-4340,PA-60102-4340,4340,true,2024,7526427.24,Grant award payment,2023-11-10,SYNTHETIC-DEMO
TXN-000334,PA-60102-4340,PA-60102-4340,4340,true,2024,5933344.78,Grant award payment,2024-08-05,SYNTHETIC-DEMO
TXN-000335,PA-60102-4340,PA-60102-4340,4340,true,2024,8040468.70,Direct assistance payment,2023-11-22,SYNTHETIC-DEMO
TXN-000336,PA-60102-4340,PA-60102-4340,4340,true,2024,6364554.94,Vendor / contract payment,2023-12-06,SYNTHETIC-DEMO
TXN-000337,PA-60102-4340,PA-60102-4340,4340,true,2024,3604263.66,Grant award payment,2024-07-14,SYNTHETIC-DEMO
TXN-000338,PA-60102-4340,PA-60102-4340,4340,true,2024,6479854.60,Grant award payment,2024-06-10,SYNTHETIC-DEMO
TXN-000339,PA-60102-4340,PA-60102-4340,4340,true,2024,5292391.88,Grant award payment,2024-09-14,SYNTHETIC-DEMO
TXN-000340,PA-60102-4340,PA-60102-4340,4340,true,2024,5783803.03,Interagency transfer,2024-02-01,SYNTHETIC-DEMO
TXN-000341,PA-60102-4340,PA-60102-4340,4340,true,2024,5669336.58,Grant award payment,2024-03-20,SYNTHETIC-DEMO
TXN-000342,PA-60102-4340,PA-60102-4340,4340,true,2024,7193256.44,Interagency transfer,2024-03-06,SYNTHETIC-DEMO
TXN-000343,PA-60103-4340,PA-60103-4340,4340,true,2024,6997738.90,Grant award payment,2024-02-08,SYNTHETIC-DEMO
TXN-000344,pa-60103-4340,PA-60103-4340,4340,true,2024,4794196.98,Grant award payment,2023-11-15,SYNTHETIC-DEMO
TXN-000345,PA-60103-4340,PA-60103-4340,4340,true,2024,7960431.07,Grant award payment,2023-12-28,SYNTHETIC-DEMO
TXN-000346,PA-60103-4340,PA-60103-4340,4340,true,2024,3707481.05,Grant award payment,2024-07-24,SYNTHETIC-DEMO
TXN-000347,PA-60103-4340,PA-60103-4340,4340,true,2024,4102179.97,Grant award payment,2024-07-18,SYNTHETIC-DEMO
TXN-000348,PA-60103-4340,PA-60103-4340,4340,true,2024,6459582.76,Grant award payment,2024-03-24,SYNTHETIC-DEMO
TXN-000349,PA-60103-4340,PA-60103-4340,4340,true,2024,5579290.12,Vendor / contract payment,2024-05-07,SYNTHETIC-DEMO
TXN-000350,PA-60103-4340,PA-60103-4340,4340,true,2024,7138488.83,Vendor / contract payment,2024-05-06,SYNTHETIC-DEMO
TXN-000351,PA-60103-4340,PA-60103-4340,4340,true,2024,6839091.44,Interagency transfer,2024-01-06,SYNTHETIC-DEMO
TXN-000352,PA 60103 4340,PA-60103-4340,4340,true,2024,5897366.96,Direct assistance payment,2024-03-06,SYNTHETIC-DEMO
TXN-000353,PA-60103-4340,PA-60103-4340,4340,true,2024,5869050.52,Grant award payment,2023-12-26,SYNTHETIC-DEMO
TXN-000354,pa-97036-4341,PA-97036-4341,4341,true,2024,392.53,Vendor / contract payment,2024-03-13,SYNTHETIC-DEMO
TXN-000355,PA-60101-4341,PA-60101-4341,4341,true,2024,392.53,Direct assistance payment,2023-10-18,SYNTHETIC-DEMO
TXN-000356,PA-60102-4341,PA-60102-4341,4341,true,2024,392.53,Direct assistance payment,2024-01-23,SYNTHETIC-DEMO
TXN-000357,PA-60103-4341,PA-60103-4341,4341,true,2024,392.53,Direct assistance payment,2024-01-26,SYNTHETIC-DEMO
TXN-000358,PA-97036-4346,PA-97036-4346,4346,true,2024,108929.58,Direct assistance payment,2023-12-28,SYNTHETIC-DEMO
TXN-000359,pa-60101-4346,PA-60101-4346,4346,true,2024,108929.58,Direct assistance payment,2023-10-25,SYNTHETIC-DEMO
TXN-000360,PA-60102-4346,PA-60102-4346,4346,true,2024,108929.58,Grant award payment,2024-03-03,SYNTHETIC-DEMO
TXN-000361,PA-60103-4346,PA-60103-4346,4346,true,2024,108929.58,Grant award payment,2024-04-09,SYNTHETIC-DEMO
TXN-000362,PA-97036-4332,PA-97036-4332,4332,true,2025,4273661.72,Grant award payment,2025-08-15,SYNTHETIC-DEMO
TXN-000363,PA-97036-4332,PA-97036-4332,4332,true,2025,6905058.09,Grant award payment,2025-03-16,SYNTHETIC-DEMO
TXN-000364,PA-60101-4332,PA-60101-4332,4332,true,2025,6236735.36,Interagency transfer,2024-10-16,SYNTHETIC-DEMO
TXN-000365,PA-60101-4332,PA-60101-4332,4332,true,2025,4941984.45,Vendor / contract payment,2025-08-04,SYNTHETIC-DEMO
TXN-000366,PA-60102-4332,PA-60102-4332,4332,true,2025,4320022.24,Grant award payment,2025-01-15,SYNTHETIC-DEMO
TXN-000367,PA-60102-4332,PA-60102-4332,4332,true,2025,6858697.57,Direct assistance payment,2025-05-31,SYNTHETIC-DEMO
TXN-000368,PA-60103-4332,PA-60103-4332,4332,true,2025,7951443.34,Grant award payment,2024-12-16,SYNTHETIC-DEMO
TXN-000369,PA-60103-4332,PA-60103-4332,4332,true,2025,3227276.47,Grant award payment,2025-03-17,SYNTHETIC-DEMO
TXN-000370,PA-97036-4337,PA-97036-4337,4337,true,2025,4656278.61,Direct assistance payment,2024-10-17,SYNTHETIC-DEMO
TXN-000371,PA-97036-4337,PA-97036-4337,4337,true,2025,4117373.16,Grant award payment,2024-11-01,SYNTHETIC-DEMO
TXN-000372,PA-60101-4337,PA-60101-4337,4337,true,2025,3575266.23,Direct assistance payment,2024-12-23,SYNTHETIC-DEMO
TXN-000373,PA-60101-4337,PA-60101-4337,4337,true,2025,5198385.54,Vendor / contract payment,2025-01-10,SYNTHETIC-DEMO
TXN-000374,PA-60102-4337,PA-60102-4337,4337,true,2025,8773651.77,Grant award payment,2025-09-17,SYNTHETIC-DEMO
TXN-000375,PA-60103-4337,PA-60103-4337,4337,true,2025,8773651.77,Grant award payment,2025-09-29,SYNTHETIC-DEMO
TXN-000376,PA/97036/4338,PA-97036-4338,4338,true,2025,407240.86,Grant award payment,2024-11-10,SYNTHETIC-DEMO
TXN-000377,PA-60101-4338,PA-60101-4338,4338,true,2025,407240.86,Grant award payment,2025-04-01,SYNTHETIC-DEMO
TXN-000378,PA-60102-4338,PA-60102-4338,4338,true,2025,407240.86,Grant award payment,2025-04-12,SYNTHETIC-DEMO
TXN-000379,PA-60103-4338,PA-60103-4338,4338,true,2025,407240.86,Grant award payment,2025-09-12,SYNTHETIC-DEMO
TXN-000380,PA-97036-4339,PA-97036-4339,4339,true,2025,7600086.32,Vendor / contract payment,2025-03-06,SYNTHETIC-DEMO
TXN-000381,PA-97036-4339,PA-97036-4339,4339,true,2025,8764660.91,Vendor / contract payment,2025-04-26,SYNTHETIC-DEMO
TXN-000382,PA-97036-4339,PA-97036-4339,4339,true,2025,6406531.78,Vendor / contract payment,2025-02-15,SYNTHETIC-DEMO
TXN-000383,PA-97036-4339,PA-97036-4339,4339,true,2025,6369296.32,Grant award payment,2025-07-10,SYNTHETIC-DEMO
TXN-000384,PA-97036-4339,PA-97036-4339,4339,true,2025,5988410.08,Interagency transfer,2025-06-22,SYNTHETIC-DEMO
TXN-000385,PA-97036-4339,PA-97036-4339,4339,true,2025,7191274.91,Direct assistance payment,2025-01-29,SYNTHETIC-DEMO
TXN-000386,PA 97036 4339,PA-97036-4339,4339,true,2025,5041209.13,Vendor / contract payment,2025-01-02,SYNTHETIC-DEMO
TXN-000387,PA-97036-4339,PA-97036-4339,4339,true,2025,5131712.93,Direct assistance payment,2024-12-10,SYNTHETIC-DEMO
TXN-000388,PA-97036-4339,PA-97036-4339,4339,true,2025,9380889.49,Grant award payment,2025-04-05,SYNTHETIC-DEMO
TXN-000389,PA-97036-4339,PA-97036-4339,4339,true,2025,9451143.57,Direct assistance payment,2025-06-24,SYNTHETIC-DEMO
TXN-000390,PA-97036-4339,PA-97036-4339,4339,true,2025,5837318.16,Grant award payment,2024-12-26,SYNTHETIC-DEMO
TXN-000391,PA-97036-4339,PA-97036-4339,4339,true,2025,4277710.09,Grant award payment,2025-03-14,SYNTHETIC-DEMO
TXN-000392,PA-97036-4339,PA-97036-4339,4339,true,2025,3929628.15,Grant award payment,2025-06-10,SYNTHETIC-DEMO
TXN-000393,PA-97036-4339,PA-97036-4339,4339,true,2025,5906424.12,Interagency transfer,2025-03-13,SYNTHETIC-DEMO
TXN-000394,PA-97036-4339,PA-97036-4339,4339,true,2025,9029175.65,Vendor / contract payment,2024-12-24,SYNTHETIC-DEMO
TXN-000395,PA-97036-4339,PA-97036-4339,4339,true,2025,6846275.53,Grant award payment,2024-10-01,SYNTHETIC-DEMO
TXN-000396,PA-97036-4339,PA-97036-4339,4339,true,2025,7266346.47,Grant award payment,2024-10-21,SYNTHETIC-DEMO
TXN-000397,PA-60101-4339,PA-60101-4339,4339,true,2025,5926663.10,Direct assistance payment,2024-10-18,SYNTHETIC-DEMO
TXN-000398,PA-60101-4339,PA-60101-4339,4339,true,2025,8215391.89,Vendor / contract payment,2025-01-28,SYNTHETIC-DEMO
TXN-000399,PA-60101-4339,PA-60101-4339,4339,true,2025,8789598.22,Direct assistance payment,2024-12-22,SYNTHETIC-DEMO
TXN-000400,PA-60101-4339,PA-60101-4339,4339,true,2025,7221481.58,Direct assistance payment,2025-06-22,SYNTHETIC-DEMO
TXN-000401,PA-60101-4339,PA-60101-4339,4339,true,2025,6644121.82,Direct assistance payment,2025-05-31,SYNTHETIC-DEMO
TXN-000402,PA-60101-4339,PA-60101-4339,4339,true,2025,4008092.64,Direct assistance payment,2025-08-02,SYNTHETIC-DEMO
TXN-000403,PA/60101/4339,PA-60101-4339,4339,true,2025,5780809.17,Grant award payment,2025-01-23,SYNTHETIC-DEMO
TXN-000404,PA-60101-4339,PA-60101-4339,4339,true,2025,8605790.63,Grant award payment,2024-12-23,SYNTHETIC-DEMO
TXN-000405,PA-60101-4339,PA-60101-4339,4339,true,2025,6836027.38,Direct assistance payment,2025-03-19,SYNTHETIC-DEMO
TXN-000406,PA-60101-4339,PA-60101-4339,4339,true,2025,7113635.56,Direct assistance payment,2025-05-07,SYNTHETIC-DEMO
TXN-000407,PA 60101 4339,PA-60101-4339,4339,true,2025,4843307.65,Vendor / contract payment,2025-08-14,SYNTHETIC-DEMO
TXN-000408,PA-60101-4339,PA-60101-4339,4339,true,2025,4382288.58,Grant award payment,2025-06-19,SYNTHETIC-DEMO
TXN-000409,PA-60101-4339,PA-60101-4339,4339,true,2025,6859211.55,Vendor / contract payment,2024-11-04,SYNTHETIC-DEMO
