mapping_id,code,sub_program_id,program_id,fiscal_year,rule_id,confidence,status,data_watermark
MAP-IA-61102-4340-2022,IA-61102-4340,SUB-IA-IHP,PROG-IA,2022,BR-017,0.98,auto,SYNTHETIC-DEMO
MAP-IA-61102-4340-2023,IA-61102-4340,SUB-IA-IHP,PROG-IA,2023,BR-017,0.98,auto,SYNTHETIC-DEMO
MAP-IA-61102-4340-2024,IA-61102-4340,SUB-IA-IHP,PROG-IA,2024,BR-017,0.98,auto,SYNTHETIC-DEMO
MAP-IA-61102-4340-2025,IA-61102-4340,SUB-IA-IHP,PROG-IA,2025,BR-017,0.98,auto,SYNTHETIC-DEMO
MAP-IA-61102-4340-2026,IA-61102-4340,SUB-IA-IHP,PROG-IA,2026,BR-017,0.98,auto,SYNTHETIC-DEMO
MAP-IA-61103-4332-2022,IA-61103-4332,SUB-IA-MC,PROG-IA,2022,BR-018,0.88,auto,SYNTHETIC-DEMO
MAP-IA-61103-4332-2023,IA-61103-4332,SUB-IA-MC,PROG-IA,2023,BR-018,0.88,auto,SYNTHETIC-DEMO
MAP-IA-61103-4332-2024,IA-61103-4332,SUB-IA-MC,PROG-IA,2024,BR-018,0.88,auto,SYNTHETIC-DEMO
MAP-IA-61103-4332-2025,IA-61103-4332,SUB-IA-MC,PROG-IA,2025,BR-018,0.88,auto,SYNTHETIC-DEMO
MAP-IA-61103-4332-2026,IA-61103-4332,SUB-IA-MC,PROG-IA,2026,BR-018,0.88,auto,SYNTHETIC-DEMO
MAP-IA-61103-4337-2022,IA-61103-4337,SUB-IA-MC,PROG-IA,2022,BR-018,0.88,auto,SYNTHETIC-DEMO
MAP-IA-61103-4337-2023,IA-61103-4337,SUB-IA-MC,PROG-IA,2023,BR-018,0.88,auto,SYNTHETIC-DEMO
MAP-IA-61103-4337-2024,IA-61103-4337,SUB-IA-MC,PROG-IA,2024,BR-018,0.88,auto,SYNTHETIC-DEMO
MAP-IA-61103-4337-2025,IA-61103-4337,SUB-IA-MC,PROG-IA,2025,BR-018,0.88,auto,SYNTHETIC-DEMO
MAP-IA-61103-4337-2026,IA-61103-4337,SUB-IA-MC,PROG-IA,2026,BR-018,0.88,auto,SYNTHETIC-DEMO
MAP-IA-61104-4339-2022,IA-61104-4339,SUB-IA-DCM,PROG-IA,2022,BR-019,0.98,auto,SYNTHETIC-DEMO
MAP-IA-61104-4339-2023,IA-61104-4339,SUB-IA-DCM,PROG-IA,2023,BR-019,0.98,auto,SYNTHETIC-DEMO
MAP-IA-61104-4339-2024,IA-61104-4339,SUB-IA-DCM,PROG-IA,2024,BR-019,0.98,auto,SYNTHETIC-DEMO
MAP-IA-61104-4339-2025,IA-61104-4339,SUB-IA-DCM,PROG-IA,2025,BR-019,0.98,auto,SYNTHETIC-DEMO
MAP-IA-61104-4339-2026,IA-61104-4339,SUB-IA-DCM,PROG-IA,2026,BR-019,0.98,auto,SYNTHETIC-DEMO
MAP-IA-55501-4339-2022,IA-55501-4339,SUB-IA-DCM,PROG-IA,2022,BR-019,0.98,auto,SYNTHETIC-DEMO
MAP-IA-55501-4339-2023,IA-55501-4339,SUB-IA-DCM,PROG-IA,2023,BR-019,0.98,auto,SYNTHETIC-DEMO
MAP-IA-55501-4339-2024,IA-55501-4339,SUB-IA-DCM,PROG-IA,2024,BR-019,0.98,auto,SYNTHETIC-DEMO
MAP-IA-55501-4339-2025,IA-55501-4339,SUB-IA-DCM,PROG-IA,2025,BR-019,0.98,auto,SYNTHETIC-DEMO
MAP-IA-55501-4339-2026,IA-55501-4339,SUB-IA-DCM,PROG-IA,2026,BR-019,0.98,auto,SYNTHETIC-DEMO
MAP-HS-97067-ND-2022,HS-97067-ND,SUB-HS-SHSP,PROG-HS,2022,BR-021,0.98,auto,SYNTHETIC-DEMO
MAP-HS-97067-ND-2023,HS-97067-ND,SUB-HS-SHSP,PROG-HS,2023,BR-021,0.98,auto,SYNTHETIC-DEMO
MAP-HS-97067-ND-2024,HS-97067-ND,SUB-HS-SHSP,PROG-HS,2024,BR-021,0.98,auto,SYNTHETIC-DEMO
MAP-HS-97067-ND-2025,HS-97067-ND,SUB-HS-SHSP,PROG-HS,2025,BR-021,0.98,auto,SYNTHETIC-DEMO
MAP-HS-97067-ND-2026,HS-97067-ND,SUB-HS-SHSP,PROG-HS,2026,BR-021,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61501-ND-2022,HS-61501-ND,SUB-HS-SHSP,PROG-HS,2022,BR-021,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61501-ND-2023,HS-61501-ND,SUB-HS-SHSP,PROG-HS,2023,BR-021,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61501-ND-2024,HS-61501-ND,SUB-HS-SHSP,PROG-HS,2024,BR-021,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61501-ND-2025,HS-61501-ND,SUB-HS-SHSP,PROG-HS,2025,BR-021,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61501-ND-2026,HS-61501-ND,SUB-HS-SHSP,PROG-HS,2026,BR-021,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61502-ND-2022,HS-61502-ND,SUB-HS-UASI,PROG-HS,2022,BR-022,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61502-ND-2023,HS-61502-ND,SUB-HS-UASI,PROG-HS,2023,BR-022,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61502-ND-2024,HS-61502-ND,SUB-HS-UASI,PROG-HS,2024,BR-022,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61502-ND-2025,HS-61502-ND,SUB-HS-UASI,PROG-HS,2025,BR-022,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61502-ND-2026,HS-61502-ND,SUB-HS-UASI,PROG-HS,2026,BR-022,0.98,auto,SYNTHETIC-DEMO
MAP-HS-61503-ND-2022,HS-61503-ND,SUB-HS-OPSG,PROG-HS,2022,BR-023,0.88,auto,SYNTHETIC-DEMO
MAP-HS-61503-ND-2023,HS-61503-ND,SUB-HS-OPSG,PROG-HS,2023,BR-023,0.88,auto,SYNTHETIC-DEMO
MAP-HS-61503-ND-2024,HS-61503-ND,SUB-HS-OPSG,PROG-HS,2024,BR-023,0.88,auto,SYNTHETIC-DEMO
MAP-HS-61503-ND-2025,HS-61503-ND,SUB-HS-OPSG,PROG-HS,2025,BR-023,0.88,auto,SYNTHETIC-DEMO
MAP-HS-61503-ND-2026,HS-61503-ND,SUB-HS-OPSG,PROG-HS,2026,BR-023,0.88,auto,SYNTHETIC-DEMO
MAP-HS-55501-ND-2022,HS-55501-ND,SUB-HS-OPSG,PROG-HS,2022,BR-023,0.88,auto,SYNTHETIC-DEMO
MAP-HS-55501-ND-2023,HS-55501-ND,SUB-HS-OPSG,PROG-HS,2023,BR-023,0.88,auto,SYNTHETIC-DEMO
MAP-HS-55501-ND-2024,HS-55501-ND,SUB-HS-OPSG,PROG-HS,2024,BR-023,0.88,auto,SYNTHETIC-DEMO
MAP-HS-55501-ND-2025,HS-55501-ND,SUB-HS-OPSG,PROG-HS,2025,BR-023,0.88,auto,SYNTHETIC-DEMO
MAP-HS-55501-ND-2026,HS-55501-ND,SUB-HS-OPSG,PROG-HS,2026,BR-023,0.88,auto,SYNTHETIC-DEMO
MAP-UR-97025-ND-2022,UR-97025-ND,SUB-UR-ALL,PROG-UR,2022,BR-025,0.98,auto,SYNTHETIC-DEMO
MAP-UR-97025-ND-2023,UR-97025-ND,SUB-UR-ALL,PROG-UR,2023,BR-025,0.98,auto,SYNTHETIC-DEMO
MAP-UR-97025-ND-2024,UR-97025-ND,SUB-UR-ALL,PROG-UR,2024,BR-025,0.98,auto,SYNTHETIC-DEMO
MAP-UR-97025-ND-2025,UR-97025-ND,SUB-UR-ALL,PROG-UR,2025,BR-025,0.98,auto,SYNTHETIC-DEMO
MAP-UR-97025-ND-2026,UR-97025-ND,SUB-UR-ALL,PROG-UR,2026,BR-025,0.98,auto,SYNTHETIC-DEMO
MAP-UR-61601-ND-2022,UR-61601-ND,SUB-UR-ALL,PROG-UR,2022,BR-025,0.98,auto,SYNTHETIC-DEMO
MAP-UR-61601-ND-2023,UR-61601-ND,SUB-UR-ALL,PROG-UR,2023,BR-025,0.98,auto,SYNTHETIC-DEMO
MAP-UR-61601-ND-2024,UR-61601-ND,SUB-UR-ALL,PROG-UR,2024,BR-025,0.98,auto,SYNTHETIC-DEMO
MAP-UR-61601-ND-2025,UR-61601-ND,SUB-UR-ALL,PROG-UR,2025,BR-025,0.98,auto,SYNTHETIC-DEMO
MAP-UR-61601-ND-2026,UR-61601-ND,SUB-UR-ALL,PROG-UR,2026,BR-025,0.98,auto,SYNTHETIC-DEMO
MAP-XR-88001-4339-2026,XR-88001-4339,SUB-IA-IHP,PROG-IA,2026,,0.58,exception_queue,SYNTHETIC-DEMO
MAP-XR-88002-4340-2026,XR-88002-4340,SUB-PA-4340,PROG-PA,2026,,0.52,exception_queue,SYNTHETIC-DEMO
MAP-XR-88003-4339-2026,XR-88003-4339,SUB-HM-ALL,PROG-HM,2026,,0.61,exception_queue,SYNTHETIC-DEMO
MAP-NC-88101-4332-2026,NC-88101-4332,SUB-PA-4332,PROG-PA,2026,,0.55,exception_queue,SYNTHETIC-DEMO
MAP-NC-88102-4337-2026,NC-88102-4337,SUB-IA-MC,PROG-IA,2026,,0.49,exception_queue,SYNTHETIC-DEMO
MAP-NC-88103-4346-2026,NC-88103-4346,SUB-PA-4346,PROG-PA,2026,,0.44,exception_queue,SYNTHETIC-DEMO
